id,file,offset,category,original,translation,status,note
DATA5.BIN#266741,DATA5.BIN,266741,对话,"「わたしには大好きなおばあちゃんがいます。
それはもえぎの高校の近くで
駄菓子屋さんをやっていたおばあちゃんです。
今はもう天国に行ってしまって淋しいけど…、
わたしの心の中に今でも生き続けています。
おばあちゃんはよく、わたしに
『女の子なら優しさと思いやりを
いつまでも忘れないでいてね…』
と、言い聞かせてくれました。
将来のことはまだ分かりませんが、
ずっとずっと遠い未来には
おばあちゃんみたいに子供に好かれる
素敵なお婆さんになれたらいいなと
思っています。
そのためにも、日々優しさと思いやりを
忘れずに過ごしていきたいと思います",,untranslated,
DATA5.BIN#267334,DATA5.BIN,267334,菜单,おばあちゃんと私。,,untranslated,
DATA5.BIN#267398,DATA5.BIN,267398,对话,"わたしには大好きな
おばあちゃんがいます。",,untranslated,
DATA5.BIN#267467,DATA5.BIN,267467,对话,"「『優しさと思いやりをいつも忘れないでね』
と口癖のようにわたしに言い聞かせてくれる
おばあちゃんです。",,untranslated,
DATA5.BIN#267597,DATA5.BIN,267597,对话,"「そのおばあちゃんは、もえぎの高校の近くで
駄菓子屋さんをやっていて、",,untranslated,
DATA5.BIN#267694,DATA5.BIN,267694,对话,"「お店に遊びに行くと、いつも
優しい笑顔で出迎えてくれます。
わたしは、そんなおばあちゃんが大好きです。",,untranslated,
DATA5.BIN#267824,DATA5.BIN,267824,对话,"「将来のことはまだ分かりませんが、
素敵な女性になって、",,untranslated,
DATA5.BIN#267907,DATA5.BIN,267907,对话,"「素敵な人と築く幸せな家庭を、
おばあちゃんに見せてあげたいと思います。",,untranslated,
DATA5.BIN#268006,DATA5.BIN,268006,对话,"「そのためにも、いつも優しさと思いやりを
忘れずに過ごしていきたいと思います。",,untranslated,
DATA5.BIN#268238,DATA5.BIN,268238,对话,"わたしには大好きな
おばあちゃんがいました。",,untranslated,
DATA5.BIN#268309,DATA5.BIN,268309,对话,"「『優しさと思いやりをいつも忘れないでね』
と口癖のようにわたしに言い聞かせてくれた
おばあちゃんです。",,untranslated,
DATA5.BIN#268536,DATA5.BIN,268536,对话,"「お店に遊びに行くと、いつも
優しい笑顔で出迎えてくれました。",,untranslated,
DATA5.BIN#268625,DATA5.BIN,268625,对话,"「今はもう天国に行ってしまいましたが
わたしは、今でも
おばあちゃんのことが大好きです。",,untranslated,
DATA5.BIN#268739,DATA5.BIN,268739,对话,"「将来のことはまだわかりませんが、
素敵な女性になって、",,untranslated,
DATA5.BIN#268822,DATA5.BIN,268822,对话,"「素敵な人と築く幸せな家庭を、
天国のおばあちゃんに
見せてあげたいと思います。",,untranslated,
DATA5.BIN#269094,DATA5.BIN,269094,菜单,私の研究について。,,untranslated,
DATA5.BIN#269158,DATA5.BIN,269158,对话,"わたしが現在研究開発中の
完全自律型４脚歩行ロボットは、
モジュール化したプログラムによって、",,untranslated,
DATA5.BIN#269278,DATA5.BIN,269278,对话,"「複数のタスクをパラレルに処理する、
サブサンプション・アーキテクチャによる
制御を行っています。",,untranslated,
DATA5.BIN#269402,DATA5.BIN,269402,对话,"「機体各部に搭載されたＧセンサ、
６軸力センサ、角度センサ、速度センサ、
タッチセンサ、それに個体イメージセンサ、",,untranslated,
DATA5.BIN#269542,DATA5.BIN,269542,对话,"「などから入力されたデータにより
行動フラグを順次更新し、",,untranslated,
DATA5.BIN#269627,DATA5.BIN,269627,对话,"「その行動ステータスによって、
次の行動方針が決定されます。",,untranslated,
DATA5.BIN#269714,DATA5.BIN,269714,对话,"「同時に、各関節を構成する
リニアモータ・アレイへの
制御信号に同期して、",,untranslated,
DATA5.BIN#269814,DATA5.BIN,269814,对话,"「外部割り込みが入り、行動フラグに
応じて各関節の作動を実時間で演算します。",,untranslated,
DATA5.BIN#269917,DATA5.BIN,269917,对话,"「この機体全体の動きは、加速度センサの
フィードバックを含めた姿勢制御演算に
よってリアルタイムに生成しています。",,untranslated,
DATA5.BIN#270057,DATA5.BIN,270057,对话,"「リニアモータ・アレイを利用する利点は、
エネルギーロスを最小限にとどめ、",,untranslated,
DATA5.BIN#270158,DATA5.BIN,270158,对话,"「非常に小型ながら大きなトルクを
得られることにあります。",,untranslated,
DATA5.BIN#270243,DATA5.BIN,270243,对话,"「今回は、機体の軽量化を実現しつつ
充分な出力を達成することができました。",,untranslated,
DATA5.BIN#270344,DATA5.BIN,270344,对话,"「今後は、アレイ特有の欠点でもある、
結線の複雑さの解消に
取り組みたいと考えています。",,untranslated,
DATA5.BIN#270488,DATA5.BIN,270488,对话,"（弁論じゃないぞ、それ…。
…まぁ、",,untranslated,
DATA5.BIN#270528,DATA5.BIN,270528,菜单,らしいけど…）,,untranslated,
DATA5.BIN#270556,DATA5.BIN,270556,对话,（な、何だったんだ、今のは…）,,untranslated,
DATA5.BIN#270678,DATA5.BIN,270678,菜单,将来の夢。,,untranslated,
DATA5.BIN#270734,DATA5.BIN,270734,对话,"将来の夢…と言っても、
うちにはまだよくわかりません。",,untranslated,
DATA5.BIN#270815,DATA5.BIN,270815,对话,"「ただ、進学か就職かだけじゃなくて、
うちらしい、スケールの大きいことが
できたらいいと思っています。",,untranslated,
DATA5.BIN#270943,DATA5.BIN,270943,对话,"「うちは英語だけは得意だし、
外国のこともすごく興味があるので、",,untranslated,
DATA5.BIN#271034,DATA5.BIN,271034,对话,"「どうせなら、世界を股にかけて働くような
ビッグな人間になりたいと思います。",,untranslated,
DATA5.BIN#271137,DATA5.BIN,271137,对话,"「…あ、今のはもちろん、
背が高くなりたいという
意味ではありません。",,untranslated,
DATA5.BIN#271294,DATA5.BIN,271294,菜单,部活動と私。,,untranslated,
DATA5.BIN#271352,DATA5.BIN,271352,对话,"私は、このもえぎの高校に入学して
すぐに合気道部に入部することを決めました。",,untranslated,
DATA5.BIN#271455,DATA5.BIN,271455,对话,"「幼い頃から打ち込んできた合気道を、
より深く極めたかったからです。",,untranslated,
DATA5.BIN#271550,DATA5.BIN,271550,对话,"「以来三年間、私の高校生活は
この部活動とともに
あったといっても過言ではありません。",,untranslated,
DATA5.BIN#271662,DATA5.BIN,271662,对话,"「しかし、私はそこで合気道だけではない、
多くのことを学びました。",,untranslated,
DATA5.BIN#271755,DATA5.BIN,271755,对话,"「自分という存在が、いかに多くの人たちに
支えられているのかということ……。",,untranslated,
DATA5.BIN#271858,DATA5.BIN,271858,对话,"「こんな当たり前のことを
気づかせてくれたのは
ともに部活動を続けてきた仲間たちでした。",,untranslated,
DATA5.BIN#271972,DATA5.BIN,271972,对话,"「私は今、この仲間たちに心から感謝の言葉を
送りたいと思います。
ありがとうございました……。",,untranslated,
DATA5.BIN#272158,DATA5.BIN,272158,菜单,高校生活を振り返って。,,untranslated,
DATA5.BIN#272226,DATA5.BIN,272226,对话,"入学した頃のわたしは、
高校生活にまったく希望を持てずにいました。",,untranslated,
DATA5.BIN#272319,DATA5.BIN,272319,对话,"「でも、今こうして思い返せば、
３年間という時間は、
あっという間に過ぎていった気がします。",,untranslated,
DATA5.BIN#272437,DATA5.BIN,272437,对话,"「新しい知識を得たり、先生や友人たちと
過ごした日々は毎日が新鮮で、
わたしにとって大きな支えとなりました。",,untranslated,
DATA5.BIN#272571,DATA5.BIN,272571,对话,"「高校生活もあとわずかとなりましたが、
わたしは、一瞬一瞬を大切にして、",,untranslated,
DATA5.BIN#272670,DATA5.BIN,272670,对话,"「残された日々を有意義に
過ごしていきたいと思います。",,untranslated,
DATA5.BIN#295470,DATA5.BIN,295470,对话,"おっまたせしました～～っ！
放送部主催、早口バトルロイヤル、
いよいよ決勝戦ですっ",,untranslated,
DATA5.BIN#295580,DATA5.BIN,295580,对话,"「激戦を勝ち抜いてきた両雄、
勝利の栄光を手にするのは、
果たしてどちらでしょうかっ！",,untranslated,
DATA5.BIN#295692,DATA5.BIN,295692,对话,「それでは、早口バトルロイヤル決勝戦！,,untranslated,
DATA5.BIN#295797,DATA5.BIN,295797,对话,「なまむぎなまごめなまたまごっ！,,untranslated,
DATA5.BIN#295865,DATA5.BIN,295865,对话,「赤パジャマ青パジャマ黄パジャマっ！,,untranslated,
DATA5.BIN#295937,DATA5.BIN,295937,对话,「隣の客は良くカキ食う客だっ！,,untranslated,
DATA5.BIN#296003,DATA5.BIN,296003,对话,"「坊主がびょうぶに上手に
坊主の絵を描いた",,untranslated,
DATA5.BIN#296082,DATA5.BIN,296082,菜单,「東京特許許可局～っ,,untranslated,
DATA5.BIN#296140,DATA5.BIN,296140,对话,"「新人シャンソン歌手
新春シャンソンショーっ！",,untranslated,
DATA5.BIN#296221,DATA5.BIN,296221,对话,"「この竹垣に竹立てかけたのは、
竹立てかけたかったから竹立てかけたっ",,untranslated,
DATA5.BIN#296326,DATA5.BIN,296326,对话,"「かえるぴょこぴょこみぴょこぴょこっ
あわせてぴょこぴょこむぴょこぴょこっ",,untranslated,
DATA5.BIN#296437,DATA5.BIN,296437,菜单,「スモモも桃も桃の内！,,untranslated,
DATA5.BIN#296495,DATA5.BIN,296495,对话,「庭には二羽にわとりがいる！,,untranslated,
DATA5.BIN#296559,DATA5.BIN,296559,菜单,「バス　ガス爆発！,,untranslated,
DATA5.BIN#296613,DATA5.BIN,296613,菜单,「お綾や、母親にお謝り！,,untranslated,
DATA5.BIN#296698,DATA5.BIN,296698,对话,"「いや～～、白熱した対戦でしたね。
それではまたお会いしましょう！",,untranslated,
DATA5.BIN#296820,DATA5.BIN,296820,对话,"「…そ、それでは、そーゆーことで、
またお会いしましょう。
…",,untranslated,
DATA5.BIN#366483,DATA5.BIN,366483,菜单,の灌壁厥@,,untranslated,
DATA5.BIN#375099,DATA5.BIN,375099,菜单,&@さ注,,untranslated,
DATA5.BIN#381792,DATA5.BIN,381792,菜单,Q罠る罰俍,,untranslated,
DATA5.BIN#393396,DATA5.BIN,393396,菜单,-剋+ゑC,,untranslated,
DATA5.BIN#413552,DATA5.BIN,413552,菜单,"Sq ""裨颱大ヮ",,untranslated,
DATA5.BIN#421032,DATA5.BIN,421032,菜单,1S裘ツ,,untranslated,
DATA5.BIN#450351,DATA5.BIN,450351,菜单,",Yァ版菱",,untranslated,
DATA5.BIN#452264,DATA5.BIN,452264,菜单,ぃ訒:#,,untranslated,
DATA5.BIN#484381,DATA5.BIN,484381,菜单,G~~ヱ莫,,untranslated,
DATA5.BIN#498711,DATA5.BIN,498711,菜单,"j
Q2ぃ痛辰22",,untranslated,
DATA5.BIN#528540,DATA5.BIN,528540,菜单,ざ71鄲,,untranslated,
DATA5.BIN#530301,DATA5.BIN,530301,菜单,Wミャ豚,,untranslated,
DATA5.BIN#532168,DATA5.BIN,532168,菜单,"+ぽ珈
|q",,untranslated,
DATA5.BIN#551450,DATA5.BIN,551450,菜单,ゑ%彫翕,,untranslated,
DATA5.BIN#554644,DATA5.BIN,554644,菜单,N鶻'ク,,untranslated,
DATA5.BIN#556527,DATA5.BIN,556527,菜单,癜P単ベ,,untranslated,
DATA5.BIN#558232,DATA5.BIN,558232,菜单,(B恒ょ,,untranslated,
DATA5.BIN#575545,DATA5.BIN,575545,菜单,y恚ビ[,,untranslated,
DATA5.BIN#591128,DATA5.BIN,591128,菜单,U梳年3鹵&ザ(ろ,,untranslated,
DATA5.BIN#592540,DATA5.BIN,592540,菜单,少恃ネC6,,untranslated,
DATA5.BIN#631303,DATA5.BIN,631303,菜单,ま!!鉗葷,,untranslated,
DATA5.BIN#635154,DATA5.BIN,635154,菜单,ゃP韃澈,,untranslated,
DATA5.BIN#636038,DATA5.BIN,636038,菜单,れ4(鋪,,untranslated,
DATA5.BIN#643664,DATA5.BIN,643664,菜单,Q'糟じ,,untranslated,
DATA5.BIN#645828,DATA5.BIN,645828,菜单,耻隱Nぞ,,untranslated,
DATA5.BIN#655961,DATA5.BIN,655961,菜单,9ヰルΨY,,untranslated,
DATA5.BIN#663612,DATA5.BIN,663612,菜单,(ヘS'莉,,untranslated,
DATA5.BIN#672082,DATA5.BIN,672082,菜单,6ッ陀3懿,,untranslated,
DATA5.BIN#674602,DATA5.BIN,674602,菜单,",]ヤ鐵U",,untranslated,
DATA5.BIN#674876,DATA5.BIN,674876,菜单,hゾ填/,,untranslated,
DATA5.BIN#696406,DATA5.BIN,696406,菜单,\纜Tご,,untranslated,
DATA5.BIN#725986,DATA5.BIN,725986,菜单,綉Kゴ&痼,,untranslated,
DATA5.BIN#733878,DATA5.BIN,733878,菜单,o屬哭と,,untranslated,
DATA5.BIN#734781,DATA5.BIN,734781,菜单,%ぼ(B/張,,untranslated,
DATA5.BIN#735400,DATA5.BIN,735400,菜单,o}羯%ニ*Q)絳,,untranslated,
DATA5.BIN#736833,DATA5.BIN,736833,菜单,"'眥が""R$r朶",,untranslated,
DATA5.BIN#739553,DATA5.BIN,739553,菜单,ー\唳',,untranslated,
DATA5.BIN#740986,DATA5.BIN,740986,菜单,}y}ギ橢,,untranslated,
DATA5.BIN#747464,DATA5.BIN,747464,菜单,`渇ボ{,,untranslated,
DATA5.BIN#747923,DATA5.BIN,747923,菜单,!ミ噪.,,untranslated,
DATA5.BIN#750386,DATA5.BIN,750386,菜单,*c株ボ,,untranslated,
DATA5.BIN#751198,DATA5.BIN,751198,对话,"純""}ヱ)('【a奄恕笞囁~l",,untranslated,
DATA5.BIN#751601,DATA5.BIN,751601,菜单,"ム*&""Lと",,untranslated,
DATA5.BIN#752185,DATA5.BIN,752185,菜单,'と像Q,,untranslated,
DATA5.BIN#752476,DATA5.BIN,752476,菜单,}ラ柮%,,untranslated,
DATA5.BIN#757865,DATA5.BIN,757865,菜单,k擅)疳栫}ボ,,untranslated,
DATA5.BIN#758428,DATA5.BIN,758428,菜单,@+aル暑Β,,untranslated,
DATA5.BIN#758976,DATA5.BIN,758976,菜单,&Qキ払,,untranslated,
DATA5.BIN#759775,DATA5.BIN,759775,菜单,2*痞ラ,,untranslated,
DATA5.BIN#760657,DATA5.BIN,760657,菜单,マ緖H~}},,untranslated,
DATA5.BIN#763088,DATA5.BIN,763088,菜单,H緒4ヘ&,,untranslated,
DATA5.BIN#766062,DATA5.BIN,766062,菜单,丕5)ギ,,untranslated,
DATA5.BIN#767633,DATA5.BIN,767633,菜单,1zzワ}@|ュ,,untranslated,
DATA5.BIN#767739,DATA5.BIN,767739,菜单,荘ム&Q,,untranslated,
DATA5.BIN#769846,DATA5.BIN,769846,菜单,マs於圓,,untranslated,
DATA5.BIN#769857,DATA5.BIN,769857,菜单,リ渇~M',,untranslated,
DATA5.BIN#772535,DATA5.BIN,772535,菜单,氈ペw',,untranslated,
DATA5.BIN#774584,DATA5.BIN,774584,菜单,U楷'ヘ,,untranslated,
DATA5.BIN#776308,DATA5.BIN,776308,菜单,廚O2(じ,,untranslated,
DATA5.BIN#780080,DATA5.BIN,780080,菜单,淞暈vザ,,untranslated,
DATA5.BIN#780470,DATA5.BIN,780470,菜单,服ゐr(,,untranslated,
DATA5.BIN#780591,DATA5.BIN,780591,菜单,效U&で縢¨,,untranslated,
DATA5.BIN#785376,DATA5.BIN,785376,菜单,+ぷ汨x,,untranslated,
DATA5.BIN#786389,DATA5.BIN,786389,菜单,"丁""畢1&痴げ",,untranslated,
DATA5.BIN#789502,DATA5.BIN,789502,菜单,j悖'ヘ,,untranslated,
DATA5.BIN#789935,DATA5.BIN,789935,菜单,E灌$む,,untranslated,
DATA5.BIN#790153,DATA5.BIN,790153,菜单,&嫁ぬ+∧,,untranslated,
DATA5.BIN#791980,DATA5.BIN,791980,菜单,僘矣み檻粭裹,,untranslated,
DATA5.BIN#792191,DATA5.BIN,792191,菜单,Mブ2&で,,untranslated,
DATA5.BIN#793076,DATA5.BIN,793076,菜单,(ボ穽Ｖ,,untranslated,
DATA5.BIN#793254,DATA5.BIN,793254,系统文本,"&)%ゎ樰險鱚艀""TRP(≪鉤",,untranslated,
DATA5.BIN#794518,DATA5.BIN,794518,菜单,ゐ泯;X%h齏鳫,,untranslated,
DATA5.BIN#794668,DATA5.BIN,794668,菜单,3Kが專嶮),,untranslated,
DATA5.BIN#796716,DATA5.BIN,796716,菜单,*¨ぺ股,,untranslated,
DATA5.BIN#796777,DATA5.BIN,796777,菜单,5蓆r啄へ,,untranslated,
DATA5.BIN#797690,DATA5.BIN,797690,菜单,&頭獷'カ,,untranslated,
DATA5.BIN#800983,DATA5.BIN,800983,菜单,跳uク#,,untranslated,
DATA5.BIN#814680,DATA5.BIN,814680,对话,。、ー々？ぁぃぅぇぉっゃゅょゎァィゥェォッャュョヮ,,untranslated,
DATA5.BIN#830680,DATA5.BIN,830680,对话,－－－－－　出資者の皆様　－－－－－,,untranslated,
DATA5.BIN#839706,DATA5.BIN,839706,对话,こうして、俺の高校３年間は幕を閉じた…,,untranslated,
DATA5.BIN#839927,DATA5.BIN,839927,对话,"今思えば、本を読んでばかり
いた気がするなぁ…",,untranslated,
DATA5.BIN#839982,DATA5.BIN,839982,对话,"今思えば、数学・理科の勉強ばかり
していた気がするなぁ…。",,untranslated,
DATA5.BIN#840049,DATA5.BIN,840049,对话,"今思えば、絵を描いてばかり
いた気がするなぁ…。",,untranslated,
DATA5.BIN#840106,DATA5.BIN,840106,对话,"今思えば、運動ばかり
していた気がするなぁ…。",,untranslated,
DATA5.BIN#840161,DATA5.BIN,840161,对话,"今思えば、寝てばかり
いた気がするなぁ…。",,untranslated,
DATA5.BIN#840212,DATA5.BIN,840212,对话,"今思えば、演劇の練習ばかり
していた気がするなぁ…。",,untranslated,
DATA5.BIN#840335,DATA5.BIN,840335,对话,"でも、おかげで、演劇コンクールで
優勝できたんだよな。
学校もトップの成績で卒業できたし、
完璧だよな。",,untranslated,
DATA5.BIN#840446,DATA5.BIN,840446,对话,"でも、おかげで、演劇コンクールで
優勝できたんだよな。
学校も成績優秀のうちに卒業できたし、
これってすごいことだよな。",,untranslated,
DATA5.BIN#840573,DATA5.BIN,840573,对话,"でも、おかげで、演劇コンクールで
優勝できたんだし、
それだけでもすごいことだよな。",,untranslated,
DATA5.BIN#840665,DATA5.BIN,840665,对话,"おかげで、学校の成績は
あまりよくなかったけど、
代わりに演劇コンクールで優勝
できたんだよな。",,untranslated,
DATA5.BIN#840768,DATA5.BIN,840768,对话,"おかげで、学校の成績は
ボロボロだったけど、
代わりに演劇コンクールで優勝
できたんだよな。",,untranslated,
DATA5.BIN#840875,DATA5.BIN,840875,对话,"今思えば、星を眺めてばかり
いた気がするなぁ…。",,untranslated,
DATA5.BIN#840994,DATA5.BIN,840994,对话,"でも、おかげで、すい星を発見
できたんだよな。
学校もトップの成績で卒業できたし、
完璧だよな。",,untranslated,
DATA5.BIN#841097,DATA5.BIN,841097,对话,"でも、おかげで、すい星を発見
できたんだよな。
学校も成績優秀のうちに卒業できたし、
これってすごいことだよな。",,untranslated,
DATA5.BIN#841216,DATA5.BIN,841216,对话,"でも、おかげで、すい星を発見
できたんだし、それだけでも
すごいことだよな。",,untranslated,
DATA5.BIN#841300,DATA5.BIN,841300,对话,"おかげで、学校の成績は
あまり良くなかったけど、
代わりにすい星を発見できたんだよな。",,untranslated,
DATA5.BIN#841394,DATA5.BIN,841394,对话,"おかげで、学校の成績は
ボロボロだったけど、
代わりにすい星を発見できたんだよな。",,untranslated,
DATA5.BIN#841492,DATA5.BIN,841492,对话,"今思えば、野球ばかり
していた気がするなぁ…。",,untranslated,
DATA5.BIN#841609,DATA5.BIN,841609,对话,"でも、おかげで、高校野球大会で優勝
できたんだよな。
学校もトップの成績で卒業できたし、
文武両道において完璧だよな。",,untranslated,
DATA5.BIN#841734,DATA5.BIN,841734,对话,"でも、おかげで、高校野球大会で優勝
できたんだよな。
学校も成績優秀のうちに卒業できたし、
これってすごい事だよな。",,untranslated,
DATA5.BIN#841857,DATA5.BIN,841857,对话,"でも、おかげで、高校野球大会で優勝
できたんだし、それだけでもすごいことだよな。",,untranslated,
DATA5.BIN#841946,DATA5.BIN,841946,对话,"おかげで、学校の成績は
あまり良くなかったけど、
代わりに高校野球大会で優勝できたんだよな。",,untranslated,
DATA5.BIN#842046,DATA5.BIN,842046,对话,"おかげで、学校の成績は
ボロボロだったけど、
代わりに高校野球大会で優勝できたんだよな。",,untranslated,
DATA5.BIN#842150,DATA5.BIN,842150,对话,"今思えば、テニスばかり
していた気がするなぁ…。",,untranslated,
DATA5.BIN#842269,DATA5.BIN,842269,对话,"でも、おかげで、インターハイ優勝
できたんだよな。
学校もトップの成績で卒業できたし、
文武両道において完璧だよな。",,untranslated,
DATA5.BIN#842392,DATA5.BIN,842392,对话,"でも、おかげで、インターハイ優勝
できたんだよな。学校も成績優秀のうちに卒業
できたし、これってすごいことだよな。",,untranslated,
DATA5.BIN#842514,DATA5.BIN,842514,对话,"でも、おかげで、インターハイ優勝
できたんだし、それだけでもすごいことだよな。",,untranslated,
DATA5.BIN#842601,DATA5.BIN,842601,对话,"おかげで、学校の成績は
あまり良くなかったけど、
代わりにインターハイ優勝できたんだよな。",,untranslated,
DATA5.BIN#842699,DATA5.BIN,842699,对话,"おかげで、学校の成績は
ボロボロだったけど、
代わりにインターハイ優勝できたんだよな。",,untranslated,
DATA5.BIN#842801,DATA5.BIN,842801,对话,"今思えば、実験ばかり
していた気がするなぁ…。",,untranslated,
DATA5.BIN#842918,DATA5.BIN,842918,对话,"でも、おかげで、ノーベル賞を受賞
できたんだよな。
学校もトップの成績で卒業できたし、
完璧だよな。",,untranslated,
DATA5.BIN#843025,DATA5.BIN,843025,对话,"でも、おかげで、ノーベル賞を受賞
できたんだよな。
学校も成績優秀のうちに卒業できたし、
これってすごいことだよな。",,untranslated,
DATA5.BIN#843148,DATA5.BIN,843148,对话,"でも、おかげで、ノーベル賞を受賞
できたんだし、それだけでも
すごいことだよな。",,untranslated,
DATA5.BIN#843236,DATA5.BIN,843236,对话,"おかげで、学校の成績はあまり良くなかったが、
代わりにノーベル賞を受賞できたんだよな。",,untranslated,
DATA5.BIN#843331,DATA5.BIN,843331,对话,"おかげで、学校の成績はボロボロだったけど、
代わりにノーベル賞を受賞できたんだよな。",,untranslated,
DATA5.BIN#843432,DATA5.BIN,843432,对话,"今思えば、トラックを走ってばかり
いた気がするなぁ…。",,untranslated,
DATA5.BIN#843557,DATA5.BIN,843557,对话,"でも、おかげで、インターハイ優勝
できたんだよな。学校もトップの成績で卒業
できたし、文武両道において完璧だよな。",,untranslated,
DATA5.BIN#843888,DATA5.BIN,843888,对话,"おかげで、学校の成績はあまり良くなかったが、
代わりにインターハイ優勝できたんだよな。",,untranslated,
DATA5.BIN#843983,DATA5.BIN,843983,对话,"おかげで、学校の成績はボロボロだったけど、
代わりにインターハイ優勝できたんだよな。",,untranslated,
DATA5.BIN#844084,DATA5.BIN,844084,对话,"今思えば、生徒会活動にばかり
明け暮れていた気がするなぁ…。",,untranslated,
DATA5.BIN#844215,DATA5.BIN,844215,对话,"でも、おかげで、影の生徒会長に
なることができたんだよな。
学校もトップの成績で卒業できたし、
完璧だよな。",,untranslated,
DATA5.BIN#844330,DATA5.BIN,844330,对话,"でも、おかげで、影の生徒会長に
なることができたんだよな。
学校も成績優秀のうちに卒業できたし、
これってすごいことだよな。",,untranslated,
DATA5.BIN#844461,DATA5.BIN,844461,对话,"でも、おかげで、影の生徒会長に
なることができたんだし、
それだけでもすごいことだよな。",,untranslated,
DATA5.BIN#844557,DATA5.BIN,844557,对话,"おかげで、学校の成績は
あまり良くなかったけど、
代わりに影の生徒会長になることが
できたんだよな。",,untranslated,
DATA5.BIN#844664,DATA5.BIN,844664,对话,"おかげで、学校の成績は
ボロボロだったけど、
代わりに影の生徒会長になることが
できたんだよな。",,untranslated,
DATA5.BIN#844775,DATA5.BIN,844775,对话,"今思えば、マイクを握ってばかり
いた気がするなぁ…。",,untranslated,
DATA5.BIN#844898,DATA5.BIN,844898,对话,"でも、おかげで、放送コンクールで
優勝できたんだよな。
学校もトップの成績で卒業できたし、
完璧だよな。",,untranslated,
DATA5.BIN#845009,DATA5.BIN,845009,对话,"でも、おかげで、放送コンクールで
優勝できたんだよな。
学校も成績優秀のうちに卒業できたし、
これってすごいことだよな。",,untranslated,
DATA5.BIN#845136,DATA5.BIN,845136,对话,"でも、おかげで、放送コンクールで
優勝できたんだし、
それだけでもすごいことだよな。",,untranslated,
DATA5.BIN#845228,DATA5.BIN,845228,对话,"おかげで、学校の成績はあまり良くなかったが、
代わりに放送コンクールで優勝
できたんだよな。",,untranslated,
